Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,Player_links,BBrefID
Walker Banks,1971,1971,C,6-10,205.0,"August 26, 1947",Western Kentucky,https://www.basketball-reference.com/players/b/bankswa01.html,bankswa01
Ken Bannister,1985,1991,F-C,6-9,235.0,"April 1, 1960","Indiana State University, Saint Augustine's College",https://www.basketball-reference.com/players/b/bannike01.html,bannike01
Mike Bantom,1974,1982,F-C,6-9,200.0,"December 3, 1951",Saint Joseph's,https://www.basketball-reference.com/players/b/bantomi01.html,bantomi01
John Barber,1957,1957,F,6-6,210.0,"June 27, 1927","California State University, Los Angeles",https://www.basketball-reference.com/players/b/barbejo01.html,barbejo01
Leandro Barbosa,2004,2017,G,6-3,194.0,"November 28, 1982",,https://www.basketball-reference.com/players/b/barbole01.html,barbole01
Steve Bardo,1992,1996,G,6-5,190.0,"April 5, 1968",Illinois,https://www.basketball-reference.com/players/b/bardost01.html,bardost01
J.J. Barea,2007,2020,G,5-10,180.0,"June 26, 1984",Northeastern University,https://www.basketball-reference.com/players/b/bareajo01.html,bareajo01
Andrea Bargnani,2007,2016,F-C,7-0,245.0,"October 26, 1985",,https://www.basketball-reference.com/players/b/bargnan01.html,bargnan01
Cliff Barker,1950,1952,G,6-2,185.0,"January 15, 1921",Kentucky,https://www.basketball-reference.com/players/b/barkecl01.html,barkecl01
Tom Barker,1977,1979,C-F,6-11,225.0,"March 11, 1955",Hawaii,https://www.basketball-reference.com/players/b/barketo01.html,barketo01
Charles Barkley*,1985,2000,F,6-6,252.0,"February 20, 1963",Auburn,https://www.basketball-reference.com/players/b/barklch01.html,barklch01
Erick Barkley,2001,2002,G,6-1,177.0,"February 21, 1978",St. John's,https://www.basketball-reference.com/players/b/barkler01.html,barkler01
Don Barksdale*,1952,1955,F-C,6-6,200.0,"March 31, 1923",UCLA,https://www.basketball-reference.com/players/b/barksdo01.html,barksdo01
Harrison Barnes,2013,2020,F,6-8,225.0,"May 30, 1992",UNC,https://www.basketball-reference.com/players/b/barneha02.html,barneha02
Harry Barnes,1969,1969,F,6-3,205.0,"July 25, 1945",Northeastern University,https://www.basketball-reference.com/players/b/barneha01.html,barneha01
Jim Barnes,1965,1971,C-F,6-8,210.0,"April 13, 1941",Texas-El Paso,https://www.basketball-reference.com/players/b/barneji01.html,barneji01
Marvin Barnes,1975,1980,F-C,6-8,210.0,"July 27, 1952",Providence,https://www.basketball-reference.com/players/b/barnema01.html,barnema01
Matt Barnes,2004,2017,F,6-7,226.0,"March 9, 1980",UCLA,https://www.basketball-reference.com/players/b/barnema02.html,barnema02
Dick Barnett,1960,1974,G-F,6-4,190.0,"October 2, 1936",Tennessee State,https://www.basketball-reference.com/players/b/barnedi01.html,barnedi01
Jim Barnett,1967,1977,G-F,6-4,170.0,"July 7, 1944",Oregon,https://www.basketball-reference.com/players/b/barneji02.html,barneji02
Nathaniel Barnett,1976,1976,G,6-3,175.0,"January 29, 1953",University of Akron,https://www.basketball-reference.com/players/b/barnena01.html,barnena01
John Barnhill,1963,1972,G,6-1,180.0,"March 20, 1938",Tennessee State,https://www.basketball-reference.com/players/b/barnhjo01.html,barnhjo01
Norton Barnhill,1977,1977,G,6-4,205.0,"July 15, 1953",Washington State,https://www.basketball-reference.com/players/b/barnhno01.html,barnhno01
Leo Barnhorst,1950,1954,F-G,6-4,190.0,"May 11, 1924",Notre Dame,https://www.basketball-reference.com/players/b/barnhle01.html,barnhle01
John Barr,1947,1947,F,6-3,205.0,"August 18, 1918",Penn State,https://www.basketball-reference.com/players/b/barrjo01.html,barrjo01
Mike Barr,1973,1977,G,6-3,180.0,"October 19, 1950",Duquesne,https://www.basketball-reference.com/players/b/barrmi01.html,barrmi01
Moe Barr,1971,1971,G,6-4,195.0,"June 19, 1944",Duquesne,https://www.basketball-reference.com/players/b/barrmo01.html,barrmo01
Andre Barrett,2005,2008,G,5-10,172.0,"February 21, 1982",Seton Hall,https://www.basketball-reference.com/players/b/barrean01.html,barrean01
Ernie Barrett,1954,1956,G-F,6-3,180.0,"August 27, 1929",Kansas State,https://www.basketball-reference.com/players/b/barreer01.html,barreer01
Mike Barrett,1970,1973,G,6-2,155.0,"September 5, 1943",West Virginia Tech,https://www.basketball-reference.com/players/b/barremi01.html,barremi01
RJ Barrett,2020,2020,G-F,6-6,214.0,"June 14, 2000",Duke,https://www.basketball-reference.com/players/b/barrerj01.html,barrerj01
Earl Barron,2006,2015,C,7-0,250.0,"August 14, 1981",Memphis,https://www.basketball-reference.com/players/b/barroea01.html,barroea01
Dana Barros,1990,2004,G,5-11,163.0,"April 13, 1967",Boston College,https://www.basketball-reference.com/players/b/barroda01.html,barroda01
Brent Barry,1996,2009,G,6-6,185.0,"December 31, 1971",Oregon State,https://www.basketball-reference.com/players/b/barrybr01.html,barrybr01
Drew Barry,1998,2000,G,6-5,191.0,"February 17, 1973",Georgia Tech,https://www.basketball-reference.com/players/b/barrydr01.html,barrydr01
Jon Barry,1993,2006,G,6-4,195.0,"July 25, 1969","University of the Pacific, Georgia Tech",https://www.basketball-reference.com/players/b/barryjo01.html,barryjo01
Rick Barry*,1966,1980,F,6-7,205.0,"March 28, 1944",Miami (FL),https://www.basketball-reference.com/players/b/barryri01.html,barryri01
Ed Bartels,1950,1951,F,6-5,195.0,"October 8, 1925",NC State,https://www.basketball-reference.com/players/b/barteed01.html,barteed01
Vic Bartolome,1972,1972,C,7-0,230.0,"September 29, 1948",Oregon State,https://www.basketball-reference.com/players/b/bartovi01.html,bartovi01
Will Barton,2013,2020,G,6-5,181.0,"January 6, 1991",Memphis,https://www.basketball-reference.com/players/b/bartowi01.html,bartowi01
Eddie Basden,2006,2006,G,6-5,215.0,"February 15, 1983",UNC Charlotte,https://www.basketball-reference.com/players/b/basdeed01.html,basdeed01
Jerry Baskerville,1976,1976,F,6-7,190.0,"November 10, 1951",Temple,https://www.basketball-reference.com/players/b/baskeje01.html,baskeje01
Brandon Bass,2006,2017,F,6-8,250.0,"April 30, 1985",LSU,https://www.basketball-reference.com/players/b/bassbr01.html,bassbr01
Tim Bassett,1974,1980,F-C,6-8,225.0,"April 1, 1951",Georgia,https://www.basketball-reference.com/players/b/basseti01.html,basseti01
Maceo Baston,2003,2009,F,6-9,215.0,"May 29, 1975",Michigan,https://www.basketball-reference.com/players/b/bastoma01.html,bastoma01
Mengke Bateer,2002,2004,C,6-11,290.0,"November 20, 1975",,https://www.basketball-reference.com/players/b/bateeme01.html,bateeme01
Billy Ray Bates,1980,1983,G,6-4,210.0,"May 31, 1956",Kentucky State University,https://www.basketball-reference.com/players/b/batesbi01.html,batesbi01
Keita Bates-Diop,2019,2020,F,6-8,229.0,"January 23, 1996",Ohio State,https://www.basketball-reference.com/players/b/bateske01.html,bateske01
Esteban Batista,2006,2007,F-C,6-10,270.0,"September 2, 1983",,https://www.basketball-reference.com/players/b/batises01.html,batises01
Mike Batiste,2003,2003,F,6-8,225.0,"November 21, 1977",Arizona State,https://www.basketball-reference.com/players/b/batismi01.html,batismi01
Tony Battie,1998,2012,C-F,6-11,230.0,"February 11, 1976",Texas Tech,https://www.basketball-reference.com/players/b/battito01.html,battito01
Shane Battier,2002,2014,F,6-8,220.0,"September 9, 1978",Duke,https://www.basketball-reference.com/players/b/battish01.html,battish01
John Battle,1986,1995,G,6-2,175.0,"November 9, 1962",Rutgers University,https://www.basketball-reference.com/players/b/battljo01.html,battljo01
Kenny Battle,1990,1993,F,6-6,210.0,"October 10, 1964","Northern Illinois, Illinois",https://www.basketball-reference.com/players/b/battlke01.html,battlke01
Dave Batton,1983,1984,C,6-10,240.0,"March 26, 1956",Notre Dame,https://www.basketball-reference.com/players/b/battoda01.html,battoda01
Lloyd Batts,1975,1975,G-F,6-4,185.0,"May 9, 1951",Cincinnati,https://www.basketball-reference.com/players/b/battsll01.html,battsll01
Nicolas Batum,2009,2020,F-G,6-9,230.0,"December 14, 1988",,https://www.basketball-reference.com/players/b/batumni01.html,batumni01
Johnny Baum,1970,1974,F,6-5,200.0,"June 17, 1946",Temple,https://www.basketball-reference.com/players/b/baumjo01.html,baumjo01
Frankie Baumholtz,1947,1947,G,5-10,170.0,"October 7, 1918",Ohio University,https://www.basketball-reference.com/players/b/baumhfr01.html,baumhfr01
Lonny Baxter,2003,2006,F,6-8,260.0,"January 27, 1979",Maryland,https://www.basketball-reference.com/players/b/baxtelo01.html,baxtelo01
Jerryd Bayless,2009,2019,G,6-3,200.0,"August 20, 1988",Arizona,https://www.basketball-reference.com/players/b/bayleje01.html,bayleje01
Elgin Baylor*,1959,1972,F,6-5,225.0,"September 16, 1934","Albertson College of Idaho, Seattle University",https://www.basketball-reference.com/players/b/bayloel01.html,bayloel01
Howard Bayne,1968,1968,F,6-6,235.0,"July 28, 1942",Tennessee,https://www.basketball-reference.com/players/b/bayneho01.html,bayneho01
Aron Baynes,2013,2020,C,6-10,260.0,"December 9, 1986",Washington State,https://www.basketball-reference.com/players/b/baynear01.html,baynear01
Sergei Bazarevich,1995,1995,G,6-2,168.0,"March 16, 1965",,https://www.basketball-reference.com/players/b/bazarse01.html,bazarse01
Kent Bazemore,2013,2020,G-F,6-4,195.0,"July 1, 1989",Old Dominion,https://www.basketball-reference.com/players/b/bazemke01.html,bazemke01
Darius Bazley,2020,2020,F,6-8,208.0,"June 12, 2000",,https://www.basketball-reference.com/players/b/bazleda01.html,bazleda01
Ed Beach,1951,1951,F,6-3,200.0,"January 25, 1929",West Virginia,https://www.basketball-reference.com/players/b/beached01.html,beached01
Bradley Beal,2013,2020,G,6-3,207.0,"June 28, 1993",Florida,https://www.basketball-reference.com/players/b/bealbr01.html,bealbr01
Al Beard,1968,1968,C,6-9,200.0,"April 27, 1942",Norfolk State,https://www.basketball-reference.com/players/b/beardal01.html,beardal01
Butch Beard,1970,1979,G,6-3,185.0,"May 4, 1947",Louisville,https://www.basketball-reference.com/players/b/beardbu01.html,beardbu01
Ralph Beard,1950,1951,G,5-10,175.0,"December 2, 1927",Kentucky,https://www.basketball-reference.com/players/b/beardra01.html,beardra01
Charles Beasley,1968,1971,G-F,6-5,190.0,"September 23, 1945",SMU,https://www.basketball-reference.com/players/b/beaslch01.html,beaslch01
Jerome Beasley,2004,2004,F,6-10,237.0,"May 17, 1980","Midland College, University of North Dakota",https://www.basketball-reference.com/players/b/beaslje01.html,beaslje01
John Beasley,1968,1974,F-C,6-9,225.0,"February 5, 1944",Texas A&M,https://www.basketball-reference.com/players/b/beasljo01.html,beasljo01
Malik Beasley,2017,2020,G,6-4,187.0,"November 26, 1996",Florida State,https://www.basketball-reference.com/players/b/beaslma01.html,beaslma01
Michael Beasley,2009,2019,F,6-9,235.0,"January 9, 1989",Kansas State,https://www.basketball-reference.com/players/b/beaslmi01.html,beaslmi01
Zelmo Beaty*,1963,1975,C,6-9,225.0,"October 25, 1939",Prairie View A&M University,https://www.basketball-reference.com/players/b/beatyze01.html,beatyze01
Rodrigue Beaubois,2010,2013,G,6-0,170.0,"February 24, 1988",,https://www.basketball-reference.com/players/b/beaubro01.html,beaubro01
Byron Beck,1968,1977,C-F,6-9,225.0,"January 25, 1945",Denver,https://www.basketball-reference.com/players/b/beckby01.html,beckby01
Corey Beck,1996,1999,G,6-1,190.0,"May 27, 1971","South Plains College, Arkansas",https://www.basketball-reference.com/players/b/beckco01.html,beckco01
Ernie Beck,1954,1961,G-F,6-4,190.0,"December 11, 1931",Penn,https://www.basketball-reference.com/players/b/becker01.html,becker01
Arthur Becker,1968,1973,F,6-7,205.0,"January 12, 1942",Arizona State,https://www.basketball-reference.com/players/b/beckear01.html,beckear01
Moe Becker,1947,1947,G-F,6-1,185.0,"February 24, 1917",Duquesne,https://www.basketball-reference.com/players/b/beckemo01.html,beckemo01
Bob Bedell,1968,1971,F,6-7,205.0,"June 26, 1944",Stanford,https://www.basketball-reference.com/players/b/bedelbo01.html,bedelbo01
William Bedford,1987,1993,C,7-0,225.0,"December 14, 1963",Memphis,https://www.basketball-reference.com/players/b/bedfowi01.html,bedfowi01
Hank Beenders,1947,1949,C-F,6-6,185.0,"June 2, 1916",Long Island University,https://www.basketball-reference.com/players/b/beendha01.html,beendha01
Ron Behagen,1974,1980,F-C,6-9,185.0,"January 14, 1951",Minnesota,https://www.basketball-reference.com/players/b/behagro01.html,behagro01
Elmer Behnke,1952,1952,C,6-7,210.0,"February 3, 1929",Bradley,https://www.basketball-reference.com/players/b/behnkel01.html,behnkel01
Marco Belinelli,2008,2020,G-F,6-5,220.0,"March 25, 1986",,https://www.basketball-reference.com/players/b/belinma01.html,belinma01
Charlie Bell,2002,2011,G,6-3,200.0,"March 12, 1979",Michigan State,https://www.basketball-reference.com/players/b/bellch01.html,bellch01
Dennis Bell,1974,1976,F,6-5,185.0,"June 2, 1951",Drake University,https://www.basketball-reference.com/players/b/bellde01.html,bellde01
Jordan Bell,2018,2020,F,6-8,216.0,"January 7, 1995",Oregon,https://www.basketball-reference.com/players/b/belljo01.html,belljo01
Raja Bell,2001,2012,G,6-5,204.0,"September 19, 1976","Boston University, Florida International University",https://www.basketball-reference.com/players/b/bellra01.html,bellra01
Troy Bell,2004,2004,G,6-1,180.0,"November 10, 1980",Boston College,https://www.basketball-reference.com/players/b/belltr01.html,belltr01
Whitey Bell,1960,1961,G,6-0,180.0,"September 13, 1932",NC State,https://www.basketball-reference.com/players/b/bellwh01.html,bellwh01
Walt Bellamy*,1962,1975,C,6-11,225.0,"July 24, 1939",Indiana,https://www.basketball-reference.com/players/b/bellawa01.html,bellawa01
DeAndre' Bembry,2017,2020,F,6-5,210.0,"July 4, 1994",Saint Joseph's,https://www.basketball-reference.com/players/b/bembrde01.html,bembrde01
Irv Bemoras,1954,1957,F-G,6-3,185.0,"November 18, 1930",Illinois,https://www.basketball-reference.com/players/b/bemorir01.html,bemorir01
Leon Benbow,1975,1976,G,6-4,185.0,"July 23, 1950",Jacksonville University,https://www.basketball-reference.com/players/b/benbole01.html,benbole01
Dragan Bender,2017,2020,F,7-0,225.0,"November 17, 1997",,https://www.basketball-reference.com/players/b/bendedr01.html,bendedr01
Jonathan Bender,2000,2010,F,6-11,202.0,"January 30, 1981",,https://www.basketball-reference.com/players/b/bendejo01.html,bendejo01
Jerrelle Benimon,2015,2015,F,6-8,245.0,"August 1, 1991","Georgetown, Towson University",https://www.basketball-reference.com/players/b/benimje01.html,benimje01
Benoit Benjamin,1986,2000,C,7-0,250.0,"November 22, 1964",Creighton,https://www.basketball-reference.com/players/b/benjabe01.html,benjabe01
Corey Benjamin,1999,2003,G,6-6,200.0,"February 24, 1978",Oregon State,https://www.basketball-reference.com/players/b/benjaco01.html,benjaco01
Anthony Bennett,2014,2017,F,6-8,245.0,"March 14, 1993",UNLV,https://www.basketball-reference.com/players/b/bennean01.html,bennean01
Elmer Bennett,1995,1997,G,6-0,170.0,"February 13, 1970",Notre Dame,https://www.basketball-reference.com/players/b/benneel01.html,benneel01
Mario Bennett,1996,2000,F,6-6,235.0,"August 1, 1973",Arizona State,https://www.basketball-reference.com/players/b/bennema01.html,bennema01
Mel Bennett,1976,1982,F,6-7,200.0,"January 4, 1955",Pitt,https://www.basketball-reference.com/players/b/benneme01.html,benneme01
Spider Bennett,1969,1969,G,6-3,190.0,"August 4, 1943",Winston-Salem State,https://www.basketball-reference.com/players/b/bennesp01.html,bennesp01
Tony Bennett,1993,1995,G,6-0,175.0,"June 1, 1969",Green Bay,https://www.basketball-reference.com/players/b/benneto01.html,benneto01
Winston Bennett,1990,1992,F,6-7,210.0,"February 9, 1965",Kentucky,https://www.basketball-reference.com/players/b/bennewi01.html,bennewi01
David Benoit,1992,2001,F,6-8,220.0,"May 9, 1968",Alabama,https://www.basketball-reference.com/players/b/benoida01.html,benoida01
Keith Benson,2012,2012,C,6-11,240.0,"August 13, 1988",Oakland,https://www.basketball-reference.com/players/b/bensoke02.html,bensoke02
Kent Benson,1978,1988,C,6-10,235.0,"December 27, 1954",Indiana,https://www.basketball-reference.com/players/b/bensoke01.html,bensoke01
Ben Bentil,2017,2017,F,6-9,235.0,"March 29, 1995",Providence,https://www.basketball-reference.com/players/b/bentibe01.html,bentibe01
Gene Berce,1950,1950,G-F,5-11,175.0,"November 22, 1926",Marquette,https://www.basketball-reference.com/players/b/bercege01.html,bercege01
Gary Bergen,1957,1957,C,6-8,210.0,"July 16, 1932",Utah,https://www.basketball-reference.com/players/b/bergega01.html,bergega01
Larry Bergh,1970,1970,F,6-8,210.0,"April 2, 1945",Weber State,https://www.basketball-reference.com/players/b/berghla01.html,berghla01
Ricky Berry,1989,1989,F,6-8,205.0,"October 6, 1964","Oregon State, San Jose State",https://www.basketball-reference.com/players/b/berryri01.html,berryri01
Walter Berry,1987,1989,F,6-8,215.0,"May 14, 1964",St. John's,https://www.basketball-reference.com/players/b/berrywa01.html,berrywa01
Dairis Bertāns,2019,2019,G,6-4,200.0,"September 9, 1989",,https://www.basketball-reference.com/players/b/bertada02.html,bertada02
Dāvis Bertāns,2017,2020,F,6-10,225.0,"November 12, 1992",,https://www.basketball-reference.com/players/b/bertada01.html,bertada01
Del Beshore,1979,1980,G,5-11,165.0,"November 29, 1956",California University of Pennslyvania,https://www.basketball-reference.com/players/b/beshode01.html,beshode01
Travis Best,1996,2005,G,5-11,182.0,"July 12, 1972",Georgia Tech,https://www.basketball-reference.com/players/b/besttr01.html,besttr01
Patrick Beverley,2013,2020,G,6-1,180.0,"July 12, 1988",Arkansas,https://www.basketball-reference.com/players/b/beverpa01.html,beverpa01
Sim Bhullar,2015,2015,C,7-5,360.0,"December 2, 1992",New Mexico State,https://www.basketball-reference.com/players/b/bhullsi01.html,bhullsi01
Wesley Bialosuknia,1968,1968,G,6-2,185.0,"June 8, 1945",UConn,https://www.basketball-reference.com/players/b/bialowe01.html,bialowe01
